6.1135371, 100, 
6.234414, 100, 
6.4085447, 100, 
1.511335, 100, 
8.7053571, 100, 
4.245283, 100, 
3.5294118, 100, 
5.6179775, 100, 
5.3905391, 100, 
7.7108434, 100, 
2.9220779, 100, 
6.1046512, 100, 
5.5258467, 100, 
5.3763441, 100, 
4.6875, 100, 
3.4482759, 100, 
5.6316591, 100, 
5.2083333, 100, 
4.719764, 100, 
6.3583815, 100, 
8.3333333, 100, 
1.6339869, 100, 
5.5716773, 100, 
5.759889, 100, 
4.6822742, 100, 
7.3409462, 100, 
6.1538462, 100, 
4.6875, 100, 
6.6666667, 100, 
3.0612245, 100, 
11.235327, 100, 
6.2111801, 100, 
8.4, 100, 
2.4653313, 100, 
10.810811, 100, 
4.2137718, 100, 
5.5357143, 100, 
11.235955, 100, 
0, 100, 
6.0465116, 100, 
5.3949904, 100, 
5.6497175, 100, 
6.5420561, 100, 
12.040816, 100, 
4.2084168, 100, 
6.2200957, 100, 
8.8709677, 100, 
7.0422535, 100, 
4, 100, 
4.8611111, 100, 
8.0924855, 100, 
5.0955414, 100, 
7.3529412, 100, 
8, 100, 
8.3333333, 100, 
6.4676617, 100, 
6.1068702, 100, 
5.3175775, 100, 
10.638298, 100, 
5.5555556, 100, 
5.1162791, 100, 
7.9051383, 100, 
8.8082902, 100, 
4.526404, 100, 
4.114134, 100, 
6.8965517, 100, 
4.5356371, 100, 
7.7586207, 100, 
10.798122, 100, 
6.8376068, 100, 
5.5888224, 100, 
6.7125645, 100, 
7.0307596, 100, 
6.4199608, 100, 
9.6547315, 100, 
6.7961165, 100, 
4.6666667, 100, 
6.741573, 100, 
6.8965517, 100, 
4.0740741, 100, 
3.902439, 100, 
5.6179775, 100, 
6.4516129, 100, 
